Sr. No,Semester,Course Code,Course Title,Credit Hours,Grade,Grade Point,SGPA,CGPA,Warning
207,Fall,SS101,English Language,3,L1,0,0,0,1
207,Fall,SL101,English Language Lab,1,L1,0,0,0,1
207,Fall,CS118,Programming Fundamentals,3,L1,0,0,0,1
207,Fall,EE182,Basic Electronics,3,L1,0,0,0,1
207,Fall,MT104,Linear Algebra,3,L1,0,0,0,1
207,Fall,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
207,Unknown,SS122,English Composition,3,UK,-1,0,0,0
207,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
207,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
207,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
207,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
207,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
207,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
207,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
207,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
207,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
207,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
207,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
207,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
207,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
207,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
208,Fall,EE182,Basic Electronics,3,C,2,2.2,2.2,0
208,Fall,SL101,English Language Lab,1,B,3,2.2,2.2,0
208,Fall,CL118,Programming Fundamentals - Lab,1,C+,2.33,2.2,2.2,0
208,Fall,MT104,Linear Algebra,3,C-,1.67,2.2,2.2,0
208,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.2,2.2,0
208,Fall,SS101,English Language,3,B,3,2.2,2.2,0
208,Fall,CS118,Programming Fundamentals,3,C-,1.67,2.2,2.2,0
208,Fall,CS201,Data Structures,3,C+,2.33,2.65,2.4,0
208,Spring,SS122,English Composition,3,C+,2.33,2.37,2.28,0
208,Spring,CL217,Computer Programming Lab,1,B-,2.67,2.37,2.28,0
208,Spring,SS111,Islamic and Religious Studies,3,B,3,2.37,2.28,0
208,Spring,EL227,Digital Logic Design - Lab,1,C-,1.67,2.37,2.28,0
208,Spring,MT224,Differential Equations (Cal II),3,B,3,2.37,2.28,0
208,Spring,EE227,Digital Logic Design,3,C+,2.33,2.37,2.28,0
208,Spring,CS217,Computer Programming,3,D+,1.33,2.37,2.28,0
208,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
208,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
208,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
208,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
208,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
208,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
208,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
209,Fall,CS118,Programming Fundamentals,3,F,0,2.29,2.29,0
209,Fall,SS101,English Language,3,B+,3.33,2.29,2.29,0
209,Fall,MT104,Linear Algebra,3,B+,3.33,2.29,2.29,0
209,Fall,EE182,Basic Electronics,3,C,2,2.29,2.29,0
209,Fall,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.29,2.29,0
209,Fall,CL118,Programming Fundamentals - Lab,1,F,0,2.29,2.29,0
209,Fall,SL101,English Language Lab,1,B,3,2.29,2.29,0
209,Spring,SS122,English Composition,3,D+,1.33,1.53,2.17,0
209,Spring,CL118,Programming Fundamentals - Lab,1,C-,1.67,1.53,2.17,0
209,Spring,EL227,Digital Logic Design - Lab,1,C+,2.33,1.53,2.17,0
209,Spring,EE227,Digital Logic Design,3,C,2,1.53,2.17,0
209,Spring,SS113,Pakistan Studies,3,C-,1.67,1.53,2.17,0
209,Spring,CS118,Programming Fundamentals,3,F,0,1.53,2.17,0
209,Spring,MT224,Differential Equations (Cal II),3,C+,2.33,1.53,2.17,0
209,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
209,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
209,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
209,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
209,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
209,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
209,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
209,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
209,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
209,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
210,Fall,CL118,Programming Fundamentals - Lab,1,A,4,2.76,2.76,0
210,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.76,2.76,0
210,Fall,EE182,Basic Electronics,3,B,3,2.76,2.76,0
210,Fall,MT104,Linear Algebra,3,B+,3.33,2.76,2.76,0
210,Fall,SL101,English Language Lab,1,B,3,2.76,2.76,0
210,Fall,SS101,English Language,3,C-,1.67,2.76,2.76,0
210,Fall,MT119,Calculus and Analytical Geometry,3,B,3,2.76,2.76,0
210,Fall,CS201,Data Structures,3,A-,3.67,2.48,2.62,0
210,Spring,CL217,Computer Programming Lab,1,C,2,2.61,2.69,0
210,Spring,SS111,Islamic and Religious Studies,3,B,3,2.61,2.69,0
210,Spring,SS122,English Composition,3,D,1,2.61,2.69,0
210,Spring,MT224,Differential Equations (Cal II),3,A,4,2.61,2.69,0
210,Spring,EL227,Digital Logic Design - Lab,1,B+,3.33,2.61,2.69,0
210,Spring,EE227,Digital Logic Design,3,C+,2.33,2.61,2.69,0
210,Spring,CS217,Computer Programming,3,B-,2.67,2.61,2.69,0
210,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
210,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
210,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
210,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
210,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
210,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
210,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
211,Fall,MT119,Calculus and Analytical Geometry,3,C,2,2.59,2.59,0
211,Fall,EE182,Basic Electronics,3,B-,2.67,2.59,2.59,0
211,Fall,CS118,Programming Fundamentals,3,C,2,2.59,2.59,0
211,Fall,CL118,Programming Fundamentals - Lab,1,B-,2.67,2.59,2.59,0
211,Fall,SS101,English Language,3,B,3,2.59,2.59,0
211,Fall,MT104,Linear Algebra,3,B,3,2.59,2.59,0
211,Fall,SL101,English Language Lab,1,B+,3.33,2.59,2.59,0
211,Fall,CS201,Data Structures,3,C+,2.33,2.25,2.71,0
211,Spring,SS122,English Composition,3,D+,1.33,2.53,2.56,0
211,Spring,EE227,Digital Logic Design,3,A-,3.67,2.53,2.56,0
211,Spring,CL217,Computer Programming Lab,1,B+,3.33,2.53,2.56,0
211,Spring,MT224,Differential Equations (Cal II),3,B,3,2.53,2.56,0
211,Spring,CS217,Computer Programming,3,F,0,2.53,2.56,0
211,Spring,EL227,Digital Logic Design - Lab,1,A-,3.67,2.53,2.56,0
211,Spring,SS111,Islamic and Religious Studies,3,A,4,2.53,2.56,0
211,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
211,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
211,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
211,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
211,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
211,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
211,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
212,Fall,EE182,Basic Electronics,3,L1,0,0,0,1
212,Fall,SS101,English Language,3,L1,0,0,0,1
212,Fall,CS118,Programming Fundamentals,3,L1,0,0,0,1
212,Fall,MT104,Linear Algebra,3,L1,0,0,0,1
212,Fall,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
212,Fall,SL101,English Language Lab,1,L1,0,0,0,1
212,Fall,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
212,Unknown,SS122,English Composition,3,UK,-1,0,0,0
212,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
212,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
212,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
212,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
212,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
212,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
212,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
212,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
212,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
212,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
212,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
212,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
212,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
212,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
213,Fall,MT104,Linear Algebra,3,A-,3.67,3.45,3.45,0
213,Fall,MT119,Calculus and Analytical Geometry,3,B,3,3.45,3.45,0
213,Fall,EE182,Basic Electronics,3,A-,3.67,3.45,3.45,0
213,Fall,SS101,English Language,3,B+,3.33,3.45,3.45,0
213,Fall,SL101,English Language Lab,1,A-,3.67,3.45,3.45,0
213,Fall,CS118,Programming Fundamentals,3,B+,3.33,3.45,3.45,0
213,Fall,CL118,Programming Fundamentals - Lab,1,A+,4,3.45,3.45,0
213,Fall,CS201,Data Structures,3,A,4,3.19,3.33,0
213,Spring,SS111,Islamic and Religious Studies,3,B+,3.33,3.35,3.4,0
213,Spring,CS217,Computer Programming,3,A-,3.67,3.35,3.4,0
213,Spring,CL217,Computer Programming Lab,1,A,4,3.35,3.4,0
213,Spring,SS122,English Composition,3,C,2,3.35,3.4,0
213,Spring,EL227,Digital Logic Design - Lab,1,A+,4,3.35,3.4,0
213,Spring,EE227,Digital Logic Design,3,A,4,3.35,3.4,0
213,Spring,MT224,Differential Equations (Cal II),3,B+,3.33,3.35,3.4,0
213,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
213,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
213,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
213,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
213,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
213,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
213,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
214,Fall,SL101,English Language Lab,1,L1,0,0,0,1
214,Fall,SS101,English Language,3,L1,0,0,0,1
214,Fall,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
214,Fall,CS118,Programming Fundamentals,3,L1,0,0,0,1
214,Fall,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
214,Fall,MT104,Linear Algebra,3,L1,0,0,0,1
214,Fall,EE182,Basic Electronics,3,L1,0,0,0,1
214,Unknown,SS122,English Composition,3,UK,-1,0,0,0
214,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
214,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
214,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
214,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
214,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
214,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
214,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
214,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
214,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
214,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
214,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
214,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
214,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
214,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
215,Fall,MT104,Linear Algebra,3,B,3,2.53,2.53,0
215,Fall,EE182,Basic Electronics,3,B+,3.33,2.53,2.53,0
215,Fall,CL118,Programming Fundamentals - Lab,1,D+,1.33,2.53,2.53,0
215,Fall,MT119,Calculus and Analytical Geometry,3,C-,1.67,2.53,2.53,0
215,Fall,SL101,English Language Lab,1,A-,3.67,2.53,2.53,0
215,Fall,SS101,English Language,3,A-,3.67,2.53,2.53,0
215,Fall,CS118,Programming Fundamentals,3,D,1,2.53,2.53,0
215,Fall,CS201,Data Structures,3,F,0,1.73,2.48,0
215,Spring,SS122,English Composition,3,B+,3.33,2.25,2.39,0
215,Spring,SS113,Pakistan Studies,3,A-,3.67,2.25,2.39,0
215,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,2.25,2.39,0
215,Spring,CS217,Computer Programming,3,F,0,2.25,2.39,0
215,Spring,CL217,Computer Programming Lab,1,F,0,2.25,2.39,0
215,Spring,EL227,Digital Logic Design - Lab,1,C+,2.33,2.25,2.39,0
215,Spring,EE227,Digital Logic Design,3,B+,3.33,2.25,2.39,0
215,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
215,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
215,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
215,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
215,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
215,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
215,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
216,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.18,1.18,2
216,Fall,MT104,Linear Algebra,3,F,0,1.18,1.18,2
216,Fall,CL118,Programming Fundamentals - Lab,1,D,1,1.18,1.18,2
216,Fall,SL101,English Language Lab,1,A,4,1.18,1.18,2
216,Fall,SS101,English Language,3,A-,3.67,1.18,1.18,2
216,Fall,EE182,Basic Electronics,3,F,0,1.18,1.18,2
216,Fall,CS118,Programming Fundamentals,3,F,0,1.18,1.18,2
216,Spring,MT104,Linear Algebra,3,D+,1.33,1.5,1.87,2
216,Spring,CL118,Programming Fundamentals - Lab,1,D,1,1.5,1.87,2
216,Spring,EE182,Basic Electronics,3,D,1,1.5,1.87,2
216,Spring,MT224,Differential Equations (Cal II),3,F,0,1.5,1.87,2
216,Spring,SS122,English Composition,3,A,4,1.5,1.87,2
216,Spring,CS118,Programming Fundamentals,3,D+,1.33,1.5,1.87,2
216,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
216,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
216,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
216,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
216,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
216,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
216,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
216,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
216,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
216,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
216,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
216,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
216,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
217,Fall,SS101,English Language,3,A-,3.67,2.51,2.51,0
217,Fall,CL118,Programming Fundamentals - Lab,1,A+,4,2.51,2.51,0
217,Fall,CS118,Programming Fundamentals,3,A-,3.67,2.51,2.51,0
217,Fall,MT104,Linear Algebra,3,C-,1.67,2.51,2.51,0
217,Fall,SL101,English Language Lab,1,A-,3.67,2.51,2.51,0
217,Fall,MT119,Calculus and Analytical Geometry,3,D,1,2.51,2.51,0
217,Fall,EE182,Basic Electronics,3,C-,1.67,2.51,2.51,0
217,Spring,CS217,Computer Programming,3,B+,3.33,3.14,3,0
217,Spring,EE227,Digital Logic Design,3,B,3,3.14,3,0
217,Spring,EL227,Digital Logic Design - Lab,1,B+,3.33,3.14,3,0
217,Spring,SS122,English Composition,3,A-,3.67,3.14,3,0
217,Spring,SS113,Pakistan Studies,3,B,3,3.14,3,0
217,Spring,CL217,Computer Programming Lab,1,A,4,3.14,3,0
217,Spring,MT119,Calculus and Analytical Geometry,3,C+,2.33,3.14,3,0
217,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
217,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
217,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
217,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
217,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
217,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
217,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
217,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
217,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
218,Fall,EE182,Basic Electronics,3,D+,1.33,1.71,1.71,0
218,Fall,MT119,Calculus and Analytical Geometry,3,D,1,1.71,1.71,0
218,Fall,CL118,Programming Fundamentals - Lab,1,A-,3.67,1.71,1.71,0
218,Fall,MT104,Linear Algebra,3,F,0,1.71,1.71,0
218,Fall,CS118,Programming Fundamentals,3,C-,1.67,1.71,1.71,0
218,Fall,SS101,English Language,3,B+,3.33,1.71,1.71,0
218,Fall,SL101,English Language Lab,1,B+,3.33,1.71,1.71,0
218,Fall,CS201,Data Structures,3,W,0,1.59,1.95,0
218,Spring,SS122,English Composition,3,D,1,2.23,2.14,0
218,Spring,MT104,Linear Algebra,3,A-,3.67,2.23,2.14,0
218,Spring,CL217,Computer Programming Lab,1,D+,1.33,2.23,2.14,0
218,Spring,CS217,Computer Programming,3,C+,2.33,2.23,2.14,0
218,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
218,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
218,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
218,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
218,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
218,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
218,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
218,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
218,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
218,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
218,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
219,Fall,MT104,Linear Algebra,3,L1,0,0,0,1
219,Fall,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
219,Fall,EE182,Basic Electronics,3,L1,0,0,0,1
219,Fall,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
219,Fall,SS101,English Language,3,L1,0,0,0,1
219,Fall,CS118,Programming Fundamentals,3,L1,0,0,0,1
219,Fall,SL101,English Language Lab,1,L1,0,0,0,1
219,Unknown,SS122,English Composition,3,UK,-1,0,0,0
219,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
219,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
219,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
219,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
219,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
219,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
219,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
219,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
219,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
219,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
219,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
219,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
219,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
219,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
220,Fall,SL101,English Language Lab,1,B-,2.67,1.04,1.04,0
220,Fall,EE182,Basic Electronics,3,F,0,1.04,1.04,0
220,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.04,1.04,0
220,Fall,MT104,Linear Algebra,3,D,1,1.04,1.04,0
220,Fall,SS101,English Language,3,B-,2.67,1.04,1.04,0
220,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.04,1.04,0
220,Fall,CS118,Programming Fundamentals,3,F,0,1.04,1.04,0
220,Spring,EE182,Basic Electronics,3,C+,2.33,2.41,2.13,0
220,Spring,SS122,English Composition,3,C,2,2.41,2.13,0
220,Spring,CL118,Programming Fundamentals - Lab,1,C+,2.33,2.41,2.13,0
220,Spring,CS118,Programming Fundamentals,3,C-,1.67,2.41,2.13,0
220,Spring,MT224,Differential Equations (Cal II),3,A-,3.67,2.41,2.13,0
220,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
220,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
220,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
220,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
220,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
220,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
220,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
220,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
220,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
220,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
220,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
220,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
220,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
221,Fall,MT104,Linear Algebra,3,C-,1.67,2.53,2.53,0
221,Fall,CS118,Programming Fundamentals,3,B+,3.33,2.53,2.53,0
221,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,2.53,2.53,0
221,Fall,SL101,English Language Lab,1,A+,4,2.53,2.53,0
221,Fall,CL118,Programming Fundamentals - Lab,1,A,4,2.53,2.53,0
221,Fall,SS101,English Language,3,A-,3.67,2.53,2.53,0
221,Fall,EE182,Basic Electronics,3,C-,1.67,2.53,2.53,0
221,Fall,CS201,Data Structures,3,B,3,2.77,2.67,0
221,Spring,SS122,English Composition,3,A,4,2.73,2.63,0
221,Spring,EL227,Digital Logic Design - Lab,1,C+,2.33,2.73,2.63,0
221,Spring,CL217,Computer Programming Lab,1,B,3,2.73,2.63,0
221,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,2.73,2.63,0
221,Spring,SS111,Islamic and Religious Studies,3,B-,2.67,2.73,2.63,0
221,Spring,EE227,Digital Logic Design,3,B+,3.33,2.73,2.63,0
221,Spring,CS217,Computer Programming,3,C,2,2.73,2.63,0
221,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
221,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
221,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
221,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
221,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
221,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
221,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
222,Fall,SS101,English Language,3,B+,3.33,2.77,2.77,0
222,Fall,MT119,Calculus and Analytical Geometry,3,A-,3.67,2.77,2.77,0
222,Fall,EE182,Basic Electronics,3,B-,2.67,2.77,2.77,0
222,Fall,MT104,Linear Algebra,3,B-,2.67,2.77,2.77,0
222,Fall,CS118,Programming Fundamentals,3,C-,1.67,2.77,2.77,0
222,Fall,SL101,English Language Lab,1,B,3,2.77,2.77,0
222,Fall,CL118,Programming Fundamentals - Lab,1,C,2,2.77,2.77,0
222,Fall,CS201,Data Structures,3,B-,2.67,2.6,2.77,0
222,Spring,CL217,Computer Programming Lab,1,D+,1.33,2.18,2.47,0
222,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,2.18,2.47,0
222,Spring,CS217,Computer Programming,3,F,0,2.18,2.47,0
222,Spring,SS122,English Composition,3,B-,2.67,2.18,2.47,0
222,Spring,EE227,Digital Logic Design,3,A+,4,2.18,2.47,0
222,Spring,SS113,Pakistan Studies,3,D,1,2.18,2.47,0
222,Spring,MT224,Differential Equations (Cal II),3,B+,3.33,2.18,2.47,0
222,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
222,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
222,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
222,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
222,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
222,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
222,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
223,Fall,EE182,Basic Electronics,3,B+,3.33,2.27,2.27,0
223,Fall,CL118,Programming Fundamentals - Lab,1,F,0,2.27,2.27,0
223,Fall,MT104,Linear Algebra,3,B-,2.67,2.27,2.27,0
223,Fall,SS101,English Language,3,B,3,2.27,2.27,0
223,Fall,MT119,Calculus and Analytical Geometry,3,B,3,2.27,2.27,0
223,Fall,CS118,Programming Fundamentals,3,F,0,2.27,2.27,0
223,Fall,SL101,English Language Lab,1,B-,2.67,2.27,2.27,0
223,Fall,CS201,Data Structures,3,C-,1.67,1.94,2.25,0
223,Spring,CS118,Programming Fundamentals,3,D+,1.33,1.75,2.28,0
223,Spring,EE227,Digital Logic Design,3,C-,1.67,1.75,2.28,0
223,Spring,CL118,Programming Fundamentals - Lab,1,D,1,1.75,2.28,0
223,Spring,SS113,Pakistan Studies,3,D+,1.33,1.75,2.28,0
223,Spring,MT224,Differential Equations (Cal II),3,A-,3.67,1.75,2.28,0
223,Spring,EL227,Digital Logic Design - Lab,1,C-,1.67,1.75,2.28,0
223,Spring,SS122,English Composition,3,D,1,1.75,2.28,0
223,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
223,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
223,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
223,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
223,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
